epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,141.043,3.55015,5.60557,3.65248,0.72098,0.01814,0.00664,0.00202,3.05742,4.05144,3.01123,0.000237524,0.000237524,0.000237524
2,286.934,2.79491,4.23083,2.63858,0.47526,0.0286,0.02427,0.00961,2.53643,3.36611,2.45933,0.000470816,0.000470816,0.000470816
